Adm Id,BR Id,Adm,PE,Site/Allotment Name,TV Channel / Freq Block,Notice Type,Plan,Intent,Frequency Range,Service Type
A0848,106553047,ARS,1,QUMAIS,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0829,106553046,ARS,1,QARRAYAT,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0821,106553045,ARS,1,QABAH,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0808,106553044,ARS,1,NIBAK,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0796,106553043,ARS,1,NAJRAN,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0731,106553042,ARS,1,LOWQA,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0665,106553041,ARS,1,JEBEL SAUDA,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0563,106553040,ARS,1,FORSAN ISLAND,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0560,106553039,ARS,1,DUBA,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0341,106553038,ARS,1,AL SHOABA,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0185,106553037,ARS,1,AL KHADRA,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0176,106553036,ARS,1,AL JOOB,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0157,106553035,ARS,1,AL HAMMAD,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0242,106553034,ARS,1,AL FAITEN,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A0369,106553033,ARS,1,AL ARDIYAH,53,DT1,GE06D,Recorded,726-734,DVB-T Assignment
A1077,106551918,ARS,1,ZJEDEA,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A1016,106551917,ARS,1,THUMAMAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0987,106551916,ARS,1,TAIF AL HADA,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0917,106551915,ARS,1,SALWAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0586,106551914,ARS,1,RAS SAYAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0759,106551913,ARS,1,MASTURAHNADAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0752,106551912,ARS,1,MALLOH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0704,106551911,ARS,1,KHURAYBAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0248,106551910,ARS,1,JEBEL SAUDA,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0653,106551909,ARS,1,JABEL AJEINAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0644,106551908,ARS,1,HURAYMLAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0244,106551907,ARS,1,GARAH,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0339,106551906,ARS,1,AL SHARAF,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0476,106551905,ARS,1,AL SHAQIQ,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0327,106551904,ARS,1,AL SAHAEN,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0300,106551903,ARS,1,AL OGER,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0267,106551902,ARS,1,AL MOWASM,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0181,106551901,ARS,1,AL KATEEF,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A0152,106551900,ARS,1,AL GHAWAR,52,DT1,GE06D,Recorded,718-726,DVB-T Assignment
A1074,106550708,ARS,1,UQLAT AS SUQR,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A1067,106550707,ARS,1,UMM LUJ,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0964,106550706,ARS,1,TABBARJAL,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0851,106550705,ARS,1,RABIGH,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0816,106550704,ARS,1,ORAIRAH,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0813,106550703,ARS,1,NOUGER,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0735,106550702,ARS,1,MADAFI MAKKAH,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0687,106550701,ARS,1,JUBAIL,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0664,106550700,ARS,1,JEBEL GARAH,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0617,106550699,ARS,1,HANSHAN,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0564,106550698,ARS,1,FORSAN ISLAND,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0458,106550697,ARS,1,ATHNEN,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0405,106550696,ARS,1,ALKHAFJI,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A1128,106550695,ARS,1,AL MESHAB,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0252,106550694,ARS,1,AL MEQEAL,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0236,106550693,ARS,1,AL MAATEF,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0168,106550692,ARS,1,AL HEGEER,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0156,106550691,ARS,1,AL HAMMAD,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0135,106550690,ARS,1,AL FAITEN,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0241,106550689,ARS,1,AL EKREASH,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0089,106550688,ARS,1,AL BAHA,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A1125,106550687,ARS,1,AL ARDIYAH,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0036,106550686,ARS,1,ADHLAM,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A0448,106550685,ARS,1,ABU ALI,51,DT1,GE06D,Recorded,710-718,DVB-T Assignment
A1123,106549605,ARS,1,ZULFI,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A1063,106549604,ARS,1,UM WAAL,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A1037,106549603,ARS,1,TUWAL,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0921,106549602,ARS,1,SALWAH,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0904,106549601,ARS,1,SAIL AL KABIR,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0899,106549600,ARS,1,SAHAM,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0826,106549599,ARS,1,QAISUMAH,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0800,106549598,ARS,1,NAJRAN,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0689,106549597,ARS,1,JUBAIL,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0652,106549596,ARS,1,JABEL AJEINAH,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0908,106549595,ARS,1,JABAL NAHRAN,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0637,106549594,ARS,1,HOWTH,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0568,106549593,ARS,1,GARAIN,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0046,106549592,ARS,1,GARAH,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0559,106549591,ARS,1,DUBA,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0416,106549590,ARS,1,ANNUARIYAH,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0266,106549589,ARS,1,AL MOWASM,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0265,106549588,ARS,1,AL MESHAB,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0201,106549587,ARS,1,AL KHAREITAH,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0184,106549586,ARS,1,AL KHADRA,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0179,106549585,ARS,1,AL KATEEF,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0153,106549584,ARS,1,AL GHAWAR,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0052,106549583,ARS,1,AIN DAR,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0032,106549582,ARS,1,ABU QUMAIS,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A0022,106549581,ARS,1,ABRAQ,50,DT1,GE06D,Recorded,702-710,DVB-T Assignment
A1000,106548451,ARS,1,TARUT,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0986,106548450,ARS,1,TAIF AL HADA,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0847,106548449,ARS,1,QARYAT AL ULYA,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0770,106548448,ARS,1,MONIFAH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0763,106548447,ARS,1,MASTURAHNADAH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0753,106548446,ARS,1,MALLOH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0703,106548445,ARS,1,KHURAYBAH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0684,106548444,ARS,1,JEDDEDAH ARRAR,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0531,106548443,ARS,1,HOWTH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0578,106548442,ARS,1,GIZAN,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0474,106548441,ARS,1,AWRRAQ,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0918,106548440,ARS,1,ALKHAFJI,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0326,106548439,ARS,1,AL SAHAEN,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0318,106548438,ARS,1,AL RUGHAI,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0255,106548437,ARS,1,AL MEQEAL,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0167,106548436,ARS,1,AL HEGEER,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0155,106548435,ARS,1,AL HAMMAD,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0151,106548434,ARS,1,AL GHAWAR,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0240,106548433,ARS,1,AL EKREASH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0088,106548432,ARS,1,AL BAHA,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0071,106548431,ARS,1,AL ARDIYAH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0038,106548430,ARS,1,ADHLAM,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A0027,106548429,ARS,1,ABU HADRIAH,49,DT1,GE06D,Recorded,694-702,DVB-T Assignment
A1124,106547359,ARS,1,ZULFI,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A1078,106547358,ARS,1,UQLAT AS SUQR,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0963,106547357,ARS,1,TABBARJAL,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0451,106547356,ARS,1,QUMAIS,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0834,106547355,ARS,1,QARRAYAT,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0801,106547354,ARS,1,NAJRAN,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0734,106547353,ARS,1,MADAFI MAKKAH,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0730,106547352,ARS,1,LOWQA,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0688,106547351,ARS,1,JUBAIL,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0663,106547350,ARS,1,JEBEL GARAH,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0555,106547349,ARS,1,DUBA,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0160,106547348,ARS,1,ATHNEN,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0411,106547347,ARS,1,ALKHARSANIA,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0377,106547346,ARS,1,AL ZAINAH,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0376,106547345,ARS,1,AL ZAINAH,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0338,106547344,ARS,1,AL SHARAF,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0299,106547343,ARS,1,AL OGER,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0262,106547342,ARS,1,AL MESHAB,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0235,106547341,ARS,1,AL MAATEF,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0124,106547340,ARS,1,AL BTEEN,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0060,106547339,ARS,1,AL ABADEL,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A0018,106547338,ARS,1,ABRAQ,48,DT1,GE06D,Recorded,686-694,DVB-T Assignment
A1103,106546280,ARS,1,WARIAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A1071,106546279,ARS,1,UMM LUJ,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A1062,106546278,ARS,1,UM WAAL,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A1035,106546277,ARS,1,TUWAL,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A1027,106546276,ARS,1,TURABAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0962,106546275,ARS,1,SUBAYKHAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0929,106546274,ARS,1,SHAMMAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0805,106546273,ARS,1,NAJRAN 2,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0707,106546272,ARS,1,KHURAYBAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0576,106546271,ARS,1,GIZAN,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0526,106546270,ARS,1,BIJADIAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0492,106546269,ARS,1,BADR HUNAYN,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0316,106546268,ARS,1,AL RUGHAI,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0253,106546267,ARS,1,AL MEQEAL,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0200,106546266,ARS,1,AL KHAREITAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0166,106546265,ARS,1,AL HEGEER,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0149,106546264,ARS,1,AL GHAT,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0070,106546263,ARS,1,AL ARDIYAH,47,DT1,GE06D,Recorded,678-686,DVB-T Assignment
A0968,106545178,ARS,1,TABBARJAL,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0920,106545177,ARS,1,SALWAH,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0905,106545176,ARS,1,SAIL AL KABIR,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0898,106545175,ARS,1,SAHAM,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0846,106545174,ARS,1,QARYAT AL ULYA,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0804,106545173,ARS,1,NAJRAN 2,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0762,106545172,ARS,1,MASTURAHNADAH,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0650,106545171,ARS,1,JABAL NAHRAN,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0554,106545170,ARS,1,DUBA,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0473,106545169,ARS,1,AWRRAQ,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0455,106545168,ARS,1,AS SULAYMI,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0325,106545167,ARS,1,AL SAHAEN,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0150,106545166,ARS,1,AL GHAWAR,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0125,106545165,ARS,1,AL DAWADMI,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0123,106545164,ARS,1,AL BTEEN,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0065,106545163,ARS,1,AL ALAYA,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A0059,106545162,ARS,1,AL ABADEL,46,DT1,GE06D,Recorded,670-678,DVB-T Assignment
A1079,106544140,ARS,1,UQLAT AS SUQR,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0984,106544139,ARS,1,TAIF AL HADA,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0955,106544138,ARS,1,SHEIFIAH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0928,106544137,ARS,1,SHAMMAH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0857,106544136,ARS,1,RABIGH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0836,106544135,ARS,1,QARRAYAT AN NABK,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0683,106544134,ARS,1,JEDDEDAH ARRAR,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0616,106544133,ARS,1,HANSHAN,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0574,106544132,ARS,1,GHAZZALAH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0566,106544131,ARS,1,FORSAN ISLAND,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0553,106544130,ARS,1,DHAHRAN,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0529,106544129,ARS,1,BIJADIAH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0469,106544128,ARS,1,ATHNEN,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0462,106544127,ARS,1,ATAIQ,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0623,106544126,ARS,1,AL ZAINAH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0315,106544125,ARS,1,AL RUGHAI,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0298,106544124,ARS,1,AL OGER,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0261,106544123,ARS,1,AL MESHAB,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0250,106544122,ARS,1,AL MEQEAL,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0234,106544121,ARS,1,AL MAATEF,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0183,106544120,ARS,1,AL KATEEF,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0170,106544119,ARS,1,AL JAWF,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0165,106544118,ARS,1,AL HEGEER,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0092,106544117,ARS,1,AL BAHA,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0069,106544116,ARS,1,AL ARDIYAH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A0028,106544115,ARS,1,ABU HADRIAH,45,DT1,GE06D,Recorded,662-670,DVB-T Assignment
A1129,106543024,ARS,1,ZULFI,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A1121,106543023,ARS,1,ZJEDEA,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A1102,106543022,ARS,1,WARIAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A1070,106543021,ARS,1,UMM LUJ,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A1045,106543020,ARS,1,UD DUHAILIYAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A1029,106543019,ARS,1,TURAYF,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A1026,106543018,ARS,1,TURABAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A1022,106543017,ARS,1,TOFAIH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0961,106543016,ARS,1,SUBAYKHAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0927,106543015,ARS,1,SHAMASY MAKKAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0100,106543014,ARS,1,SAFANIYAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0729,106543013,ARS,1,LOWQA,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0720,106543012,ARS,1,LAYLA,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0706,106543011,ARS,1,KHURAYBAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0247,106543010,ARS,1,JEBEL SAUDA,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0888,106543009,ARS,1,HUATH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0575,106543008,ARS,1,GIZAN,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0413,106543007,ARS,1,ALKHARSANIA,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0407,106543006,ARS,1,ALKHAFJI,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0228,106543005,ARS,1,AL LAITH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0199,106543004,ARS,1,AL KHAREITAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0164,106543003,ARS,1,AL HAWTAH,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0420,106543002,ARS,1,AIN,44,DT1,GE06D,Recorded,654-662,DVB-T Assignment
A0983,106541784,ARS,1,TAIF AL HADA,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0969,106541783,ARS,1,TABBARJAL,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0954,106541782,ARS,1,SHEIFIAH,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0845,106541781,ARS,1,QARYAT AL ULYA,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0806,106541780,ARS,1,NAJRAN 2,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0784,106541779,ARS,1,NABGIAH,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0722,106541778,ARS,1,LINAH,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0651,106541777,ARS,1,JABAL NAHRAN,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0599,106541776,ARS,1,HANAKIYAH,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0499,106541775,ARS,1,BALJARSHIARRAH,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0491,106541774,ARS,1,BADR HUNAYN,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0472,106541773,ARS,1,AWRRAQ,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0454,106541772,ARS,1,AS SULAYMI,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0324,106541771,ARS,1,AL SAHAEN,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0317,106541770,ARS,1,AL RUGHAI,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0126,106541769,ARS,1,AL DAWADMI,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0114,106541768,ARS,1,AL BIRHALAT AMAR,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A0072,106541767,ARS,1,AL ARDIYAH,43,DT1,GE06D,Recorded,646-654,DVB-T Assignment
A1082,106540669,ARS,1,WADI AL FEREA,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A1021,106540668,ARS,1,TOFAIH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0911,106540667,ARS,1,SAJIR,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0645,106540666,ARS,1,RAS SAYAH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0870,106540665,ARS,1,RAMLAH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0856,106540664,ARS,1,RABIGH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0835,106540663,ARS,1,QARRAYAT AN NABK,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0809,106540662,ARS,1,NIBAK,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0744,106540661,ARS,1,MAKKAH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0728,106540660,ARS,1,LINAH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0682,106540659,ARS,1,JEDDEDAH ARRAR,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0625,106540658,ARS,1,HAQL,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0615,106540657,ARS,1,HANSHAN,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0565,106540656,ARS,1,FORSAN ISLAND,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0550,106540655,ARS,1,DHAHRAN,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0480,106540654,ARS,1,AZIZIAH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0477,106540653,ARS,1,AZIZIAH,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0468,106540652,ARS,1,ATHNEN,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0410,106540651,ARS,1,ALKHARSANIA,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0233,106540650,ARS,1,AL MAATEF,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0224,106540649,ARS,1,AL KUBAR,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0169,106540648,ARS,1,AL JAWF,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0134,106540647,ARS,1,AL FAITEN,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0091,106540646,ARS,1,AL BAHA,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0064,106540645,ARS,1,AL ALAYA,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0520,106540644,ARS,1,AIN,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A0035,106540643,ARS,1,ABU QUMAIS,42,DT1,GE06D,Recorded,638-646,DVB-T Assignment
A1101,106539527,ARS,1,WARIAH,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A1069,106539526,ARS,1,UMM LUJ,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A1044,106539525,ARS,1,UD DUHAILIYAH,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A1028,106539524,ARS,1,TURAYF,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A1025,106539523,ARS,1,TURABAH,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A0999,106539522,ARS,1,TARUT,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A0982,106539521,ARS,1,TAIF,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A0960,106539520,ARS,1,SUBAYKHAH,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
A0881,106539519,ARS,1,RIYADH,41,DT1,GE06D,Recorded,630-638,DVB-T Assignment
